country_code,country,measure,sex,age,frequency,time_period,value,units
SWE,Sweden,Labour force participation rate,Female,From 15 to 74 years,Annual,2019,71.05,Units
SWE,Sweden,Labour force participation rate,Female,From 15 to 74 years,Annual,2020,70.4,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2020,79.025,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2019,80.075,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2018,79.725,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2017,79.45,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2016,79.325,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2015,79.1,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2014,79.05,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2013,78.775,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2012,78.525,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2011,77.85,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2010,77.55,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2023,82.0,Units
EU27_2020,European Union (27 countries from 01/02/2020),Labour force participation rate,Female,From 25 to 54 years,Annual,2022,81.425,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2011,7.633333,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2010,8.175,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2023,5.425,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2022,5.3,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2021,7.541667,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2020,9.691667,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2019,5.691667,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2018,5.841667,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2017,6.425,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2016,7.025,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2015,6.941667,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2014,7.033333,Units
CAN,Canada,Unemployment rate,Total,15 years or over,Annual,2013,7.15,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2017,21.425,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2018,21.05,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2019,20.75,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2020,20.925,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2021,21.25,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2022,21.675,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2023,21.7,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2010,23.425,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2011,23.325,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2012,22.75,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2013,22.425,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2014,22.2,Units
GBR,United Kingdom,Inactivity rate,Total,From 15 to 64 years,Annual,2015,22.025,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2016,24.5,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2017,23.825,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2018,23.575,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2019,24.475,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2020,24.425,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2021,25.425,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2022,23.8,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2023,23.825,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2010,29.05,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2011,27.875,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2012,27.25,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2013,27.025,Units
EST,Estonia,Inactivity rate,Male,From 15 to 74 years,Annual,2014,26.25,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2016,26.31795,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2015,26.46575,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2014,26.8944,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2013,26.27069,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2012,26.38637,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2011,27.21715,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2010,27.65914,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2023,23.84583,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2022,24.79323,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2021,26.0445,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2019,25.2419,Units
MEX,Mexico,Inactivity rate,Total,From 25 to 54 years,Annual,2018,26.00077,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2023,31.97699,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2022,32.76942,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2021,35.7404,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2020,38.17484,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2019,36.72708,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2018,37.19774,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2017,38.96517,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2016,40.17319,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2015,40.98412,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2014,42.31393,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2013,44.0099,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2012,43.85463,Units
NZL,New Zealand,Inactivity rate,Female,From 15 to 24 years,Annual,2011,44.15113,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2017,17.48007,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2018,17.25696,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2019,17.07367,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2020,17.48436,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2021,17.375,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2022,16.65,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2023,16.025,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2010,20.90971,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2011,20.07366,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2012,19.70421,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2013,18.90601,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2014,18.50631,Units
SWE,Sweden,Inactivity rate,Total,From 15 to 64 years,Annual,2015,18.25603,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2017,72.15,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2018,72.35,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2019,74.875,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2020,76.475,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2021,76.55,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2022,77.4,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2023,80.65,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2010,64.25,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2011,65.1,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2012,65.1,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2013,66.65,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2014,67.65,Units
EST,Estonia,Labour force participation rate,Total,From 55 to 64 years,Annual,2015,68.325,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2016,72.55,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2017,72.825,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2018,73.175,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2019,73.9,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2020,72.9,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2021,73.425,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2022,74.125,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2023,74.3,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2010,70.35,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2011,71.225,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2012,71.475,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2013,71.775,Units
DEU,Germany,Labour force participation rate,Male,From 15 to 74 years,Annual,2014,71.975,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2017,53.6,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2016,52.15,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2015,48.1,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2014,44.6,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2013,41.25,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2012,39.475,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2011,38.825,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2010,36.45,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2023,71.4,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2022,67.7,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2021,64.725,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2020,61.45,Units
HUN,Hungary,Labour force participation rate,Total,From 55 to 64 years,Annual,2019,57.975,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2016,9.525,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2017,9.9,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2018,10.275,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2019,10.65,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2020,11.6,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2021,10.325,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2022,9.825,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2023,9.775,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2010,7.75,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2011,9.275,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2012,9.175,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2013,9.0,Units
BEL,Belgium,Inactivity rate,Male,From 25 to 54 years,Annual,2014,9.25,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2014,9.906921,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2013,10.46735,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2012,9.915303,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2011,8.827837,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2010,8.853531,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2023,5.075,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2022,5.2,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2021,6.075,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2020,6.308499,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2019,5.874253,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2018,6.429476,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2017,7.2199,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Male,From 25 to 54 years,Annual,2016,8.145598,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2016,38.35,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2017,38.3,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2018,38.175,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2019,37.65,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2020,37.975,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2021,37.475,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2022,36.625,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2023,36.375,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2010,36.525,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2011,36.975,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2012,37.675,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2013,38.575,Units
DNK,Denmark,Inactivity rate,Total,15 years or over,Annual,2014,38.75,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2016,21.18968,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2017,20.90219,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2018,20.79559,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2019,21.2418,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2020,26.99399,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2021,25.41712,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2022,23.32477,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2023,22.46165,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2010,20.96333,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2011,20.4717,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2012,20.68186,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2013,20.97713,Units
CHL,Chile,Inactivity rate,Male,From 15 to 64 years,Annual,2014,21.04714,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2011,27.75,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2010,28.225,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2023,22.7,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2022,22.6,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2021,24.575,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2020,26.65,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2019,22.575,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2018,23.925,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2017,23.575,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2016,22.75,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2015,22.95,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2014,24.975,Units
GRC,Greece,Inactivity rate,Female,From 25 to 54 years,Annual,2013,26.075,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2023,57.775,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2010,51.95,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2011,53.15,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2012,51.75,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2013,53.875,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2014,54.875,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2015,53.85,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2016,54.2,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2017,54.075,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2018,52.85,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2019,53.95,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2020,52.225,Units
SWE,Sweden,Labour force participation rate,Male,From 15 to 24 years,Annual,2021,53.3,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2017,11.25124,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2016,11.74562,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2015,12.00206,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2014,12.84644,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2013,12.37013,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2012,10.88443,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2011,8.525764,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2010,8.527373,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2023,7.65,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2022,8.1,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2021,9.525,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2020,9.334991,Units
ITA,Italy,Unemployment rate,Total,From 15 to 74 years,Annual,2019,9.934039,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2017,36.425,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2018,36.2,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2019,36.025,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2020,36.35,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2021,36.8,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2022,36.95,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2023,36.925,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2010,36.85,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2011,36.875,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2012,36.7,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2013,36.625,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2014,36.6,Units
GBR,United Kingdom,Inactivity rate,Total,15 years or over,Annual,2015,36.525,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2016,4.6725,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2017,5.276667,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2018,4.890833,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2019,5.800833,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2020,10.765,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2021,8.9575,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2022,7.570833,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2023,6.5675,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2010,6.539166,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2011,6.285833,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2012,5.6925,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2013,5.254167,Units
COL,Colombia,Unemployment rate,Female,From 55 to 64 years,Annual,2014,5.025833,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2017,33.35,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2016,33.025,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2015,34.7,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2014,35.725,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2013,37.775,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2012,39.025,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2011,40.925,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2010,42.65,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2023,33.075,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2022,32.6,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2021,31.525,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2020,29.9,Units
ESP,Spain,Labour force participation rate,Total,From 15 to 24 years,Annual,2019,32.975,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2016,40.35,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2015,40.65,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2014,41.075,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2013,40.925,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2012,40.95,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2011,40.775,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2010,40.1,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2023,39.65,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2022,39.7,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2021,41.5,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2020,43.075,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2019,40.325,Units
GRC,Greece,Inactivity rate,Total,From 15 to 74 years,Annual,2018,40.6,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2015,27.78813,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2016,27.66276,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2017,27.57249,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2018,27.23529,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2019,27.44044,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2020,28.04887,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2021,26.975,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2022,26.425,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2023,26.125,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2010,29.02767,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2011,29.1785,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2012,28.59602,Units
FRA,France,Inactivity rate,Total,From 15 to 64 years,Annual,2013,28.15155,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2013,37.15,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2014,36.45,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2015,35.575,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2016,34.175,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2017,33.55,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2018,32.475,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2019,31.675,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2020,31.85,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2021,32.6,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2022,33.275,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2023,32.8,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2010,40.025,Units
GBR,United Kingdom,Inactivity rate,Total,From 55 to 64 years,Annual,2011,40.325,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2017,4.9,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2018,5.05,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2019,4.725,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2020,5.7,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2021,4.3,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2022,3.45,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2023,4.05,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2010,3.925,Units
LUX,Luxembourg,Unemployment rate,Total,From 25 to 54 years,Annual,2011,4.275,Units
