new_la_code,time_period,time_identifier,geographic_level,version,education_investment_area_flag,priority_area_flag,establishment_type,gender,variable,value
E06000019,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.4
E06000019,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.6
E08000028,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Boys,avg_att8,44.4
E08000028,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Girls,avg_att8,49.5
E08000028,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Total,avg_att8,46.9
E06000051,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,47.3
E06000051,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.9
E06000051,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.9
E08000029,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.2
E08000029,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.0
E08000029,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.0
E10000028,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.1
E10000028,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.8
E10000028,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.3
E06000021,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Total,avg_att8,45.1
E06000021,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Boys,avg_att8,41.3
E06000021,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Girls,avg_att8,49.1
E06000020,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,47.7
E06000020,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.0
E06000020,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.2
E08000030,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Boys,avg_att8,44.5
E08000030,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Girls,avg_att8,50.6
E08000030,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Total,avg_att8,47.5
E10000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,50.0
E10000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.9
E10000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.9
E08000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.3
E08000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.8
E08000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.0
E10000034,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.6
E10000034,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.7
E10000034,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.6
E06000055,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,45.3
E06000055,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,52.1
E06000055,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,48.6
E10000003,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,52.7
E10000003,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,49.9
E10000003,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,55.7
E06000056,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.3
E06000056,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,52.2
E06000056,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,49.2
E10000012,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,47.5
E10000012,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.3
E10000012,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.4
E10000015,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.8
E10000015,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.0
E10000015,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.7
E06000032,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,44.8
E06000032,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,49.6
E06000032,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,47.1
E10000020,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.6
E10000020,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,52.9
E10000020,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,49.6
E06000031,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,43.4
E06000031,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,49.5
E06000031,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,46.3
E06000033,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,54.9
E06000033,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,60.4
E06000033,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,57.6
E10000029,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,48.8
E10000029,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.0
E10000029,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,51.8
E06000034,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.5
E06000034,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.4
E06000034,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.4
E09000007,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.0
E09000007,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.2
E09000007,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,53.1
E09000012,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.0
E09000012,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,50.1
E09000012,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.6
E09000013,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,55.0
E09000013,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,61.0
E09000013,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,58.1
E09000014,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.4
E09000014,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.2
E09000014,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.7
E09000019,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,50.8
E09000019,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.8
E09000019,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.2
E09000020,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,57.9
E09000020,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,57.0
E09000020,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,59.0
E09000022,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.6
E09000022,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.0
E09000022,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.3
E09000023,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.1
E09000023,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,45.4
E09000023,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.2
E09000025,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.0
E09000025,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.2
E09000025,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.5
E09000028,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.4
E09000028,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.5
E09000028,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,55.0
E09000030,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.7
E09000030,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.6
E09000030,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.8
E09000032,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.2
E09000032,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.4
E09000032,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.2
E09000033,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,57.6
E09000033,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,54.1
E09000033,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,61.0
E09000002,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.5
E09000002,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.9
E09000002,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.3
E09000003,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,58.6
E09000003,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,63.1
E09000003,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,60.8
E09000004,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.0
E09000004,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.3
E09000004,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.8
E09000005,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,51.4
E09000005,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,56.1
E09000005,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,53.7
E09000006,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,55.2
E09000006,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.7
E09000006,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.7
E09000008,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.1
E09000008,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.8
E09000008,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.0
E09000009,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,53.6
E09000009,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,50.3
E09000009,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,56.9
E09000010,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.0
E09000010,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.6
E09000010,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.1
E09000011,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.1
E09000011,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.1
E09000011,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.2
E09000015,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.8
E09000015,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,51.0
E09000015,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,58.4
E09000016,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.3
E09000016,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.0
E09000016,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.2
E09000017,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.8
E09000017,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,50.4
E09000017,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.4
E09000018,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,51.0
E09000018,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,56.7
E09000018,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,53.9
E09000021,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,61.4
E09000021,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,58.9
E09000021,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,63.8
E09000024,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,51.0
E09000024,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.4
E09000024,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,53.2
E09000026,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,56.8
E09000026,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,54.1
E09000026,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,59.8
E09000027,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,55.2
E09000027,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,61.0
E09000027,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,58.1
E09000029,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,62.0
E09000029,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,60.6
E09000029,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,63.6
E09000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.4
E09000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.0
E09000031,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.5
E06000036,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.4
E06000036,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,56.6
E06000036,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.8
E06000043,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.5
E06000052,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,53.3
E10000008,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.1
E10000008,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.4
E10000008,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.1
E06000059,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,50.2
E06000059,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,48.1
E06000059,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,52.3
E10000013,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,51.9
E10000013,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,56.7
E10000013,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.3
E06000053,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,
E06000053,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,
E06000053,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,
E06000024,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,50.0
E06000024,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,54.6
E06000024,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,52.3
E06000026,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,50.5
E06000026,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,47.4
E06000026,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,53.6
E10000027,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.6
E10000027,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,52.3
E10000027,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,49.4
E06000025,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,47.9
E06000025,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,54.0
E06000025,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,50.9
E06000030,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,49.3
E06000030,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.7
E06000030,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,52.2
E06000027,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.2
E06000027,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.5
E06000027,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.3
E06000054,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.7
E06000054,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.1
E06000054,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.4
E06000043,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.6
E06000043,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.6
E06000060,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,59.0
E06000060,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,56.5
E06000060,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,61.8
E10000011,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,49.3
E10000011,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,45.9
E10000011,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,53.0
E10000014,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.9
E10000014,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.0
E10000014,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.8
E06000046,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,47.0
E06000046,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,43.0
E06000046,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,51.1
E10000016,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.9
E10000016,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.1
E10000016,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.4
E06000035,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.4
E06000035,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,47.8
E06000035,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,51.1
E06000042,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,45.1
E06000042,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.4
E06000042,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,48.7
E10000025,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.0
E10000025,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.4
E10000025,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.7
E06000044,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Total,avg_att8,46.3
E06000044,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Boys,avg_att8,43.0
E06000044,202021,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Girls,avg_att8,49.9
E06000038,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,53.2
E06000038,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,58.0
E06000038,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,55.4
E06000039,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,56.1
E06000039,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,53.2
E06000039,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,59.2
E06000045,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,44.1
E06000045,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,48.2
E06000045,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,46.2
E10000030,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,51.7
E10000030,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.1
E10000030,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.3
E06000037,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,52.4
E06000037,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,49.5
E06000037,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,55.5
E10000032,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,51.6
E10000032,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,48.4
E10000032,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,54.8
E06000040,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,50.5
E06000040,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.2
E06000040,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,53.8
E06000041,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,57.6
E06000041,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,54.5
E06000041,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,60.5
E06000022,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,55.0
E06000022,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.9
E06000022,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,57.1
E06000058,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,52.3
E06000058,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,56.1
E06000058,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,54.2
E06000023,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,46.8
E06000023,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,52.4
E06000023,202021,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,49.6
E06000052,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,50.1
E06000052,202021,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.9
E06000047,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,48.8
E06000047,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,46.1
E06000047,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,51.6
E06000005,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_att8,48.7
E06000005,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_att8,51.8
E06000005,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_att8,50.2
E08000037,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,47.1
E08000037,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_att8,53.3
E08000037,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,50.3
E06000001,201920,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Total,avg_att8,46.8
E06000001,201920,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Boys,avg_att8,45.5
E06000001,201920,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Girls,avg_att8,48.2
E06000002,201920,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Boys,avg_att8,41.9
E06000002,201920,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Girls,avg_att8,48.9
E06000002,201920,Academic year,Local authority,Revised,1,1,State-funded schools (LA),Total,avg_att8,45.4
E08000021,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_att8,47.6
E08000021,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_att8,45.2
