date,sheet,age,measure,value
2010-05-01,UK,Aged 16-64 ,Activity_level,30835.0
2010-06-01,UK,Aged 16-64 ,Activity_level,30931.0
2010-07-01,UK,Aged 16-64 ,Activity_level,30941.0
2010-08-01,UK,Aged 16-64 ,Activity_level,30977.0
2010-09-01,UK,Aged 16-64 ,Activity_level,30950.0
2010-10-01,UK,Aged 16-64 ,Activity_level,30889.0
2010-11-01,UK,Aged 16-64 ,Activity_level,30926.0
2010-12-01,UK,Aged 16-64 ,Activity_level,30994.0
2011-01-01,UK,Aged 16-64 ,Activity_level,31028.0
2011-02-01,UK,Aged 16-64 ,Activity_level,31018.0
2011-03-01,UK,Aged 16-64 ,Activity_level,30985.0
2011-04-01,UK,Aged 16-64 ,Activity_level,31051.0
2011-05-01,UK,Aged 16-64 ,Activity_level,31080.0
2011-06-01,UK,Aged 16-64 ,Activity_level,31015.0
2011-07-01,UK,Aged 16-64 ,Activity_level,31055.0
2011-08-01,UK,Aged 16-64 ,Activity_level,31061.0
2011-09-01,UK,Aged 16-64 ,Activity_level,31083.0
2011-10-01,UK,Aged 16-64 ,Activity_level,31118.0
2011-11-01,UK,Aged 16-64 ,Activity_level,31122.0
2011-12-01,UK,Aged 16-64 ,Activity_level,31116.0
2012-01-01,UK,Aged 16-64 ,Activity_level,31123.0
2012-02-01,UK,Aged 16-64 ,Activity_level,31156.0
2012-03-01,UK,Aged 16-64 ,Activity_level,31170.0
2012-04-01,UK,Aged 16-64 ,Activity_level,31197.0
2012-05-01,UK,Aged 16-64 ,Activity_level,31275.0
2012-06-01,UK,Aged 16-64 ,Activity_level,31354.0
2012-07-01,UK,Aged 16-64 ,Activity_level,31349.0
2012-08-01,UK,Aged 16-64 ,Activity_level,31327.0
2012-09-01,UK,Aged 16-64 ,Activity_level,31299.0
2012-10-01,UK,Aged 16-64 ,Activity_level,31384.0
2012-11-01,UK,Aged 16-64 ,Activity_level,31438.0
2012-12-01,UK,Aged 16-64 ,Activity_level,31427.0
2013-01-01,UK,Aged 16-64 ,Activity_level,31399.0
2013-02-01,UK,Aged 16-64 ,Activity_level,31363.0
2013-03-01,UK,Aged 16-64 ,Activity_level,31371.0
2013-04-01,UK,Aged 16-64 ,Activity_level,31345.0
2013-05-01,UK,Aged 16-64 ,Activity_level,31398.0
2013-06-01,UK,Aged 16-64 ,Activity_level,31440.0
2013-07-01,UK,Aged 16-64 ,Activity_level,31468.0
2013-08-01,UK,Aged 16-64 ,Activity_level,31516.0
2013-09-01,UK,Aged 16-64 ,Activity_level,31532.0
2013-10-01,UK,Aged 16-64 ,Activity_level,31540.0
2013-11-01,UK,Aged 16-64 ,Activity_level,31542.0
2013-12-01,UK,Aged 16-64 ,Activity_level,31576.0
2014-01-01,UK,Aged 16-64 ,Activity_level,31608.0
2014-02-01,UK,Aged 16-64 ,Activity_level,31611.0
2014-03-01,UK,Aged 16-64 ,Activity_level,31659.0
2014-04-01,UK,Aged 16-64 ,Activity_level,31704.0
2014-05-01,UK,Aged 16-64 ,Activity_level,31634.0
2014-06-01,UK,Aged 16-64 ,Activity_level,31577.0
2014-07-01,UK,Aged 16-64 ,Activity_level,31630.0
2014-08-01,UK,Aged 16-64 ,Activity_level,31657.0
2014-09-01,UK,Aged 16-64 ,Activity_level,31649.0
2014-10-01,UK,Aged 16-64 ,Activity_level,31626.0
2014-11-01,UK,Aged 16-64 ,Activity_level,31671.0
2014-12-01,UK,Aged 16-64 ,Activity_level,31708.0
2015-01-01,UK,Aged 16-64 ,Activity_level,31758.0
2015-02-01,UK,Aged 16-64 ,Activity_level,31755.0
2015-03-01,UK,Aged 16-64 ,Activity_level,31757.0
2015-04-01,UK,Aged 16-64 ,Activity_level,31754.0
2015-05-01,UK,Aged 16-64 ,Activity_level,31793.0
2015-06-01,UK,Aged 16-64 ,Activity_level,31818.0
2015-07-01,UK,Aged 16-64 ,Activity_level,31819.0
2015-08-01,UK,Aged 16-64 ,Activity_level,31904.0
2015-09-01,UK,Aged 16-64 ,Activity_level,31956.0
2015-10-01,UK,Aged 16-64 ,Activity_level,31969.0
2015-11-01,UK,Aged 16-64 ,Activity_level,32008.0
2015-12-01,UK,Aged 16-64 ,Activity_level,32008.0
2016-01-01,UK,Aged 16-64 ,Activity_level,32055.0
2016-02-01,UK,Aged 16-64 ,Activity_level,32052.0
2016-03-01,UK,Aged 16-64 ,Activity_level,32065.0
2016-04-01,UK,Aged 16-64 ,Activity_level,32128.0
2016-05-01,UK,Aged 16-64 ,Activity_level,32165.0
2016-06-01,UK,Aged 16-64 ,Activity_level,32206.0
2016-07-01,UK,Aged 16-64 ,Activity_level,32240.0
2016-08-01,UK,Aged 16-64 ,Activity_level,32178.0
2016-09-01,UK,Aged 16-64 ,Activity_level,32174.0
2016-10-01,UK,Aged 16-64 ,Activity_level,32174.0
2016-11-01,UK,Aged 16-64 ,Activity_level,32213.0
2016-12-01,UK,Aged 16-64 ,Activity_level,32196.0
2017-01-01,UK,Aged 16-64 ,Activity_level,32218.0
2017-02-01,UK,Aged 16-64 ,Activity_level,32261.0
2017-03-01,UK,Aged 16-64 ,Activity_level,32260.0
2017-04-01,UK,Aged 16-64 ,Activity_level,32293.0
2017-05-01,UK,Aged 16-64 ,Activity_level,32370.0
2017-06-01,UK,Aged 16-64 ,Activity_level,32408.0
2017-07-01,UK,Aged 16-64 ,Activity_level,32358.0
2017-08-01,UK,Aged 16-64 ,Activity_level,32290.0
2017-09-01,UK,Aged 16-64 ,Activity_level,32317.0
2017-10-01,UK,Aged 16-64 ,Activity_level,32446.0
2017-11-01,UK,Aged 16-64 ,Activity_level,32411.0
2017-12-01,UK,Aged 16-64 ,Activity_level,32461.0
2018-01-01,UK,Aged 16-64 ,Activity_level,32463.0
2018-02-01,UK,Aged 16-64 ,Activity_level,32541.0
2018-03-01,UK,Aged 16-64 ,Activity_level,32560.0
2018-04-01,UK,Aged 16-64 ,Activity_level,32574.0
2018-05-01,UK,Aged 16-64 ,Activity_level,32504.0
2018-06-01,UK,Aged 16-64 ,Activity_level,32494.0
2018-07-01,UK,Aged 16-64 ,Activity_level,32518.0
2018-08-01,UK,Aged 16-64 ,Activity_level,32538.0
2018-09-01,UK,Aged 16-64 ,Activity_level,32605.0
2018-10-01,UK,Aged 16-64 ,Activity_level,32627.0
2018-11-01,UK,Aged 16-64 ,Activity_level,32652.0
2018-12-01,UK,Aged 16-64 ,Activity_level,32742.0
2019-01-01,UK,Aged 16-64 ,Activity_level,32761.0
2019-02-01,UK,Aged 16-64 ,Activity_level,32694.0
2019-03-01,UK,Aged 16-64 ,Activity_level,32730.0
2019-04-01,UK,Aged 16-64 ,Activity_level,32698.0
2019-05-01,UK,Aged 16-64 ,Activity_level,32761.0
2019-06-01,UK,Aged 16-64 ,Activity_level,32743.0
2019-07-01,UK,Aged 16-64 ,Activity_level,32663.0
2019-08-01,UK,Aged 16-64 ,Activity_level,32731.0
2019-09-01,UK,Aged 16-64 ,Activity_level,32749.0
2019-10-01,UK,Aged 16-64 ,Activity_level,32857.0
2019-11-01,UK,Aged 16-64 ,Activity_level,32894.0
2019-12-01,UK,Aged 16-64 ,Activity_level,32949.0
2020-01-01,UK,Aged 16-64 ,Activity_level,33018.0
2020-02-01,UK,Aged 16-64 ,Activity_level,32920.0
2020-03-01,UK,Aged 16-64 ,Activity_level,32774.0
2020-04-01,UK,Aged 16-64 ,Activity_level,32745.0
2020-05-01,UK,Aged 16-64 ,Activity_level,32669.0
2020-06-01,UK,Aged 16-64 ,Activity_level,32718.0
2020-07-01,UK,Aged 16-64 ,Activity_level,32690.0
2020-08-01,UK,Aged 16-64 ,Activity_level,32641.0
2020-09-01,UK,Aged 16-64 ,Activity_level,32672.0
2020-10-01,UK,Aged 16-64 ,Activity_level,32686.0
2020-11-01,UK,Aged 16-64 ,Activity_level,32590.0
2020-12-01,UK,Aged 16-64 ,Activity_level,32537.0
2021-01-01,UK,Aged 16-64 ,Activity_level,32562.0
2021-02-01,UK,Aged 16-64 ,Activity_level,32506.0
2021-03-01,UK,Aged 16-64 ,Activity_level,32492.0
2021-04-01,UK,Aged 16-64 ,Activity_level,32510.0
2021-05-01,UK,Aged 16-64 ,Activity_level,32579.0
2021-06-01,UK,Aged 16-64 ,Activity_level,32622.0
2021-07-01,UK,Aged 16-64 ,Activity_level,32641.0
2021-08-01,UK,Aged 16-64 ,Activity_level,32628.0
2021-09-01,UK,Aged 16-64 ,Activity_level,32627.0
2021-10-01,UK,Aged 16-64 ,Activity_level,32594.0
2021-11-01,UK,Aged 16-64 ,Activity_level,32600.0
2021-12-01,UK,Aged 16-64 ,Activity_level,32553.0
2022-01-01,UK,Aged 16-64 ,Activity_level,32528.0
2022-02-01,UK,Aged 16-64 ,Activity_level,32573.0
2022-03-01,UK,Aged 16-64 ,Activity_level,32629.0
2022-04-01,UK,Aged 16-64 ,Activity_level,32718.0
2022-05-01,UK,Aged 16-64 ,Activity_level,32588.0
2022-06-01,UK,Aged 16-64 ,Activity_level,32525.0
2022-07-01,UK,Aged 16-64 ,Activity_level,32564.0
2022-08-01,UK,Aged 16-64 ,Activity_level,32581.0
2022-09-01,UK,Aged 16-64 ,Activity_level,32652.0
2022-10-01,UK,Aged 16-64 ,Activity_level,32632.0
2022-11-01,UK,Aged 16-64 ,Activity_level,32680.0
2022-12-01,UK,Aged 16-64 ,Activity_level,32700.0
2023-01-01,UK,Aged 16-64 ,Activity_level,32778.0
2023-02-01,UK,Aged 16-64 ,Activity_level,32854.0
2023-03-01,UK,Aged 16-64 ,Activity_level,32885.0
2023-04-01,UK,Aged 16-64 ,Activity_level,32961.0
2023-05-01,UK,Aged 16-64 ,Activity_level,32935.0
2023-06-01,UK,Aged 16-64 ,Activity_level,32957.0
2023-07-01,UK,Aged 16-64 ,Activity_level,32972.0
2023-08-01,UK,Aged 16-64 ,Activity_level,32983.0
1992-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1992-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1993-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1994-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1995-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1996-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1997-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1998-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
1999-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2000-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2001-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2002-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2003-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2004-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2005-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2006-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2007-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2008-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2009-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2010-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2011-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2012-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2013-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-02-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-03-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-04-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-05-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-06-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-07-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-08-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-09-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-10-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-11-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2014-12-01,UK,Aged 16-64 ,Activity_rate (%),0.0
2015-01-01,UK,Aged 16-64 ,Activity_rate (%),0.0
