date,sheet,age,measure,value
Jan-Mar 2018,People - SA,Aged 16-17,Total people in relevant population group,1404.0
Apr-Jun 2018,People - SA,Aged 16-17,Total people in relevant population group,1396.0
Jul-Sep 2018,People - SA,Aged 16-17,Total people in relevant population group,1393.0
Oct-Dec 2018,People - SA,Aged 16-17,Total people in relevant population group,1393.0
Jan-Mar 2019,People - SA,Aged 16-17,Total people in relevant population group,1392.0
Apr-Jun 2019,People - SA,Aged 16-17,Total people in relevant population group,1392.0
Jul-Sep 2019,People - SA,Aged 16-17,Total people in relevant population group,1398.0
Oct-Dec 2019,People - SA,Aged 16-17,Total people in relevant population group,1407.0
Jan-Mar 2020,People - SA,Aged 16-17,Total people in relevant population group,1415.0
Apr-Jun 2020,People - SA,Aged 16-17,Total people in relevant population group,1422.0
Jul-Sep 2020,People - SA,Aged 16-17,Total people in relevant population group,1433.0
Oct-Dec 2020,People - SA,Aged 16-17,Total people in relevant population group,1441.0
Jan-Mar 2021,People - SA,Aged 16-17,Total people in relevant population group,1449.0
Apr-Jun 2021,People - SA,Aged 16-17,Total people in relevant population group,1458.0
Jul-Sep 2021,People - SA,Aged 16-17,Total people in relevant population group,1464.0
Oct-Dec 2021,People - SA,Aged 16-17,Total people in relevant population group,1464.0
Jan-Mar 2022,People - SA,Aged 16-17,Total people in relevant population group,1465.0
Apr-Jun 2022,People - SA,Aged 16-17,Total people in relevant population group,1466.0
Jul-Sep 2022,People - SA,Aged 16-17,Total people in relevant population group,1522.0
Oct-Dec 2022,People - SA,Aged 16-17,Total people in relevant population group,1535.0
Jan-Mar 2023,People - SA,Aged 16-17,Total people in relevant population group,1548.0
Apr-Jun 2023,People - SA,Aged 16-17,Total people in relevant population group,1561.0
Jul-Sep 2023,People - SA,Aged 16-17,Total people in relevant population group,1573.0
Oct-Dec 2023,People - SA,Aged 16-17,Total people in relevant population group,1585.0
Jan-Mar 2024,People - SA,Aged 16-17,Total people in relevant population group,1598.0
Apr-Jun 2024,People - SA,Aged 16-17,Total people in relevant population group,1610.0
Oct-Dec 2001,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.272216352582761
Jan-Mar 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.261718963724894
Apr-Jun 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.674003092263249
Jul-Sep 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.50505774391632
Oct-Dec 2002,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.589958242172617
Jan-Mar 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.016011955922302
Apr-Jun 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.088879851985034
Jul-Sep 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.619184919085818
Oct-Dec 2003,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.90148263424436
Jan-Mar 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.69082386880569
Apr-Jun 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.268018558817307
Jul-Sep 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.527780489408034
Oct-Dec 2004,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.651603615488002
Jan-Mar 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.738925116698706
Apr-Jun 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.655173637879418
Jul-Sep 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.716998397415848
Oct-Dec 2005,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,9.167974631704874
Jan-Mar 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.549132560075563
Apr-Jun 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.923716404178123
Jul-Sep 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.9263755258009
Oct-Dec 2006,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.255396750075597
Jan-Mar 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,8.05556315633291
Apr-Jun 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.950253626460927
Jul-Sep 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.892952577035819
Oct-Dec 2007,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.937389226108202
Jan-Mar 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.038854532116219
Apr-Jun 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.401621440313008
Jul-Sep 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.386480352240077
Oct-Dec 2008,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.02142698783828
Jan-Mar 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.2923564857788294
Apr-Jun 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,7.257703274622276
Jul-Sep 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.895017052412963
Oct-Dec 2009,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.063558438805163
Jan-Mar 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.968487002304049
Apr-Jun 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.7671010786282135
Jul-Sep 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.801333279943924
Oct-Dec 2010,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.576200177575498
Jan-Mar 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.808415739311177
Apr-Jun 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.915470951626143
Jul-Sep 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.756373289330517
Oct-Dec 2011,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.357765345719528
Jan-Mar 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.217492000261588
Apr-Jun 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,6.124519515798068
Jul-Sep 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.893514122890577
Oct-Dec 2012,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.563278313827739
Jan-Mar 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,5.160489751180834
Apr-Jun 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.6993270991212315
Jul-Sep 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.161065554382105
Oct-Dec 2013,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.419811050523364
Jan-Mar 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.6759322023871026
Apr-Jun 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8288581738679905
Jul-Sep 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.737762850179164
Oct-Dec 2014,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.241923937978961
Jan-Mar 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.594381634971575
Apr-Jun 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.2553617847029135
Jul-Sep 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.572276085123728
Oct-Dec 2015,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.352768941248808
Jan-Mar 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.115156775704288
Apr-Jun 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.317498197072179
Jul-Sep 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.128645284841695
Oct-Dec 2016,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.295025338441588
Jan-Mar 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.22630342812885
Apr-Jun 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.683494867668182
Jul-Sep 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.699421397798025
Oct-Dec 2017,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.437734399411227
Jan-Mar 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.293671915961976
Apr-Jun 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.029874699543862
Jul-Sep 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.468690996047257
Oct-Dec 2018,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.838930286177232
Jan-Mar 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.684027704957039
Apr-Jun 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.982895860723857
Jul-Sep 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.838896962570398
Oct-Dec 2019,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.523553715310453
Jan-Mar 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.306522685604202
Apr-Jun 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.8392543627015505
Jul-Sep 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.4102534414310077
Oct-Dec 2020,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.424116660645496
Jan-Mar 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.152445783788036
Apr-Jun 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.5378405960792336
Jul-Sep 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,2.910041869910116
Oct-Dec 2021,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.375717572668656
Jan-Mar 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.7935547689883062
Apr-Jun 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,2.954201741279917
Jul-Sep 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.5543315225865326
Oct-Dec 2022,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.202086980232904
Jan-Mar 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.674366804149372
Apr-Jun 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,3.569783511628996
Jul-Sep 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.6944873723123886
Oct-Dec 2023,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.179744910152239
Jan-Mar 2024,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.426894059344648
Apr-Jun 2024,People - SA,Aged 16-17,People who were NEET as a percentage of people in relevant population group,4.047117955164552
Oct-Dec 2001,People - SA,Aged 18-24,Young people who were NEET_Total,709.0
Jan-Mar 2002,People - SA,Aged 18-24,Young people who were NEET_Total,735.0
Apr-Jun 2002,People - SA,Aged 18-24,Young people who were NEET_Total,743.0
Jul-Sep 2002,People - SA,Aged 18-24,Young people who were NEET_Total,745.0
Oct-Dec 2002,People - SA,Aged 18-24,Young people who were NEET_Total,707.0
Jan-Mar 2003,People - SA,Aged 18-24,Young people who were NEET_Total,757.0
Apr-Jun 2003,People - SA,Aged 18-24,Young people who were NEET_Total,754.0
Jul-Sep 2003,People - SA,Aged 18-24,Young people who were NEET_Total,747.0
Oct-Dec 2003,People - SA,Aged 18-24,Young people who were NEET_Total,727.0
Jan-Mar 2004,People - SA,Aged 18-24,Young people who were NEET_Total,718.0
Apr-Jun 2004,People - SA,Aged 18-24,Young people who were NEET_Total,753.0
Jul-Sep 2004,People - SA,Aged 18-24,Young people who were NEET_Total,787.0
Oct-Dec 2004,People - SA,Aged 18-24,Young people who were NEET_Total,789.0
Jan-Mar 2005,People - SA,Aged 18-24,Young people who were NEET_Total,791.0
Apr-Jun 2005,People - SA,Aged 18-24,Young people who were NEET_Total,813.0
Jul-Sep 2005,People - SA,Aged 18-24,Young people who were NEET_Total,801.0
Oct-Dec 2005,People - SA,Aged 18-24,Young people who were NEET_Total,862.0
Jan-Mar 2006,People - SA,Aged 18-24,Young people who were NEET_Total,852.0
Apr-Jun 2006,People - SA,Aged 18-24,Young people who were NEET_Total,884.0
Jul-Sep 2006,People - SA,Aged 18-24,Young people who were NEET_Total,868.0
Oct-Dec 2006,People - SA,Aged 18-24,Young people who were NEET_Total,851.0
Jan-Mar 2007,People - SA,Aged 18-24,Young people who were NEET_Total,874.0
Apr-Jun 2007,People - SA,Aged 18-24,Young people who were NEET_Total,879.0
Jul-Sep 2007,People - SA,Aged 18-24,Young people who were NEET_Total,859.0
Oct-Dec 2007,People - SA,Aged 18-24,Young people who were NEET_Total,840.0
Jan-Mar 2008,People - SA,Aged 18-24,Young people who were NEET_Total,854.0
Apr-Jun 2008,People - SA,Aged 18-24,Young people who were NEET_Total,881.0
Jul-Sep 2008,People - SA,Aged 18-24,Young people who were NEET_Total,917.0
Oct-Dec 2008,People - SA,Aged 18-24,Young people who were NEET_Total,915.0
Jan-Mar 2009,People - SA,Aged 18-24,Young people who were NEET_Total,982.0
Apr-Jun 2009,People - SA,Aged 18-24,Young people who were NEET_Total,1014.0
Jul-Sep 2009,People - SA,Aged 18-24,Young people who were NEET_Total,1030.0
Oct-Dec 2009,People - SA,Aged 18-24,Young people who were NEET_Total,989.0
Jan-Mar 2010,People - SA,Aged 18-24,Young people who were NEET_Total,1035.0
Apr-Jun 2010,People - SA,Aged 18-24,Young people who were NEET_Total,985.0
Jul-Sep 2010,People - SA,Aged 18-24,Young people who were NEET_Total,1030.0
Oct-Dec 2010,People - SA,Aged 18-24,Young people who were NEET_Total,1078.0
Jan-Mar 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1035.0
Apr-Jun 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1074.0
Jul-Sep 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1142.0
Oct-Dec 2011,People - SA,Aged 18-24,Young people who were NEET_Total,1115.0
Jan-Mar 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1099.0
Apr-Jun 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1099.0
Jul-Sep 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1030.0
Oct-Dec 2012,People - SA,Aged 18-24,Young people who were NEET_Total,1015.0
Jan-Mar 2013,People - SA,Aged 18-24,Young people who were NEET_Total,1022.0
Apr-Jun 2013,People - SA,Aged 18-24,Young people who were NEET_Total,1018.0
Jul-Sep 2013,People - SA,Aged 18-24,Young people who were NEET_Total,1029.0
Oct-Dec 2013,People - SA,Aged 18-24,Young people who were NEET_Total,971.0
Jan-Mar 2014,People - SA,Aged 18-24,Young people who were NEET_Total,923.0
Apr-Jun 2014,People - SA,Aged 18-24,Young people who were NEET_Total,906.0
Jul-Sep 2014,People - SA,Aged 18-24,Young people who were NEET_Total,911.0
Oct-Dec 2014,People - SA,Aged 18-24,Young people who were NEET_Total,908.0
Jan-Mar 2015,People - SA,Aged 18-24,Young people who were NEET_Total,881.0
Apr-Jun 2015,People - SA,Aged 18-24,Young people who were NEET_Total,871.0
Jul-Sep 2015,People - SA,Aged 18-24,Young people who were NEET_Total,803.0
Oct-Dec 2015,People - SA,Aged 18-24,Young people who were NEET_Total,809.0
Jan-Mar 2016,People - SA,Aged 18-24,Young people who were NEET_Total,805.0
Apr-Jun 2016,People - SA,Aged 18-24,Young people who were NEET_Total,781.0
Jul-Sep 2016,People - SA,Aged 18-24,Young people who were NEET_Total,800.0
Oct-Dec 2016,People - SA,Aged 18-24,Young people who were NEET_Total,760.0
Jan-Mar 2017,People - SA,Aged 18-24,Young people who were NEET_Total,734.0
Apr-Jun 2017,People - SA,Aged 18-24,Young people who were NEET_Total,724.0
Jul-Sep 2017,People - SA,Aged 18-24,Young people who were NEET_Total,729.0
Oct-Dec 2017,People - SA,Aged 18-24,Young people who were NEET_Total,731.0
Jan-Mar 2018,People - SA,Aged 18-24,Young people who were NEET_Total,738.0
Apr-Jun 2018,People - SA,Aged 18-24,Young people who were NEET_Total,722.0
Jul-Sep 2018,People - SA,Aged 18-24,Young people who were NEET_Total,709.0
Oct-Dec 2018,People - SA,Aged 18-24,Young people who were NEET_Total,721.0
Jan-Mar 2019,People - SA,Aged 18-24,Young people who were NEET_Total,713.0
Apr-Jun 2019,People - SA,Aged 18-24,Young people who were NEET_Total,737.0
Jul-Sep 2019,People - SA,Aged 18-24,Young people who were NEET_Total,733.0
Oct-Dec 2019,People - SA,Aged 18-24,Young people who were NEET_Total,699.0
Jan-Mar 2020,People - SA,Aged 18-24,Young people who were NEET_Total,713.0
Apr-Jun 2020,People - SA,Aged 18-24,Young people who were NEET_Total,736.0
Jul-Sep 2020,People - SA,Aged 18-24,Young people who were NEET_Total,724.0
Oct-Dec 2020,People - SA,Aged 18-24,Young people who were NEET_Total,748.0
Jan-Mar 2021,People - SA,Aged 18-24,Young people who were NEET_Total,678.0
Apr-Jun 2021,People - SA,Aged 18-24,Young people who were NEET_Total,593.0
Jul-Sep 2021,People - SA,Aged 18-24,Young people who were NEET_Total,666.0
Oct-Dec 2021,People - SA,Aged 18-24,Young people who were NEET_Total,644.0
Jan-Mar 2022,People - SA,Aged 18-24,Young people who were NEET_Total,652.0
Apr-Jun 2022,People - SA,Aged 18-24,Young people who were NEET_Total,668.0
Jul-Sep 2022,People - SA,Aged 18-24,Young people who were NEET_Total,707.0
Oct-Dec 2022,People - SA,Aged 18-24,Young people who were NEET_Total,766.0
Jan-Mar 2023,People - SA,Aged 18-24,Young people who were NEET_Total,755.0
Apr-Jun 2023,People - SA,Aged 18-24,Young people who were NEET_Total,742.0
Jul-Sep 2023,People - SA,Aged 18-24,Young people who were NEET_Total,797.0
Oct-Dec 2023,People - SA,Aged 18-24,Young people who were NEET_Total,785.0
Jan-Mar 2024,People - SA,Aged 18-24,Young people who were NEET_Total,829.0
Apr-Jun 2024,People - SA,Aged 18-24,Young people who were NEET_Total,807.0
Oct-Dec 2001,People - SA,Aged 18-24,Young people who were NEET_Unemployed,295.0
Jan-Mar 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,300.0
Apr-Jun 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,292.0
Jul-Sep 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,285.0
Oct-Dec 2002,People - SA,Aged 18-24,Young people who were NEET_Unemployed,269.0
Jan-Mar 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,299.0
Apr-Jun 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,278.0
Jul-Sep 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,279.0
Oct-Dec 2003,People - SA,Aged 18-24,Young people who were NEET_Unemployed,265.0
Jan-Mar 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,265.0
Apr-Jun 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,284.0
Jul-Sep 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,296.0
Oct-Dec 2004,People - SA,Aged 18-24,Young people who were NEET_Unemployed,310.0
Jan-Mar 2005,People - SA,Aged 18-24,Young people who were NEET_Unemployed,300.0
Apr-Jun 2005,People - SA,Aged 18-24,Young people who were NEET_Unemployed,314.0
Jul-Sep 2005,People - SA,Aged 18-24,Young people who were NEET_Unemployed,323.0
Oct-Dec 2005,People - SA,Aged 18-24,Young people who were NEET_Unemployed,347.0
Jan-Mar 2006,People - SA,Aged 18-24,Young people who were NEET_Unemployed,331.0
Apr-Jun 2006,People - SA,Aged 18-24,Young people who were NEET_Unemployed,380.0
Jul-Sep 2006,People - SA,Aged 18-24,Young people who were NEET_Unemployed,369.0
Oct-Dec 2006,People - SA,Aged 18-24,Young people who were NEET_Unemployed,350.0
Jan-Mar 2007,People - SA,Aged 18-24,Young people who were NEET_Unemployed,372.0
Apr-Jun 2007,People - SA,Aged 18-24,Young people who were NEET_Unemployed,367.0
Jul-Sep 2007,People - SA,Aged 18-24,Young people who were NEET_Unemployed,344.0
Oct-Dec 2007,People - SA,Aged 18-24,Young people who were NEET_Unemployed,345.0
Jan-Mar 2008,People - SA,Aged 18-24,Young people who were NEET_Unemployed,358.0
Apr-Jun 2008,People - SA,Aged 18-24,Young people who were NEET_Unemployed,368.0
Jul-Sep 2008,People - SA,Aged 18-24,Young people who were NEET_Unemployed,405.0
Oct-Dec 2008,People - SA,Aged 18-24,Young people who were NEET_Unemployed,443.0
Jan-Mar 2009,People - SA,Aged 18-24,Young people who were NEET_Unemployed,497.0
Apr-Jun 2009,People - SA,Aged 18-24,Young people who were NEET_Unemployed,516.0
Jul-Sep 2009,People - SA,Aged 18-24,Young people who were NEET_Unemployed,519.0
Oct-Dec 2009,People - SA,Aged 18-24,Young people who were NEET_Unemployed,490.0
Jan-Mar 2010,People - SA,Aged 18-24,Young people who were NEET_Unemployed,515.0
Apr-Jun 2010,People - SA,Aged 18-24,Young people who were NEET_Unemployed,491.0
Jul-Sep 2010,People - SA,Aged 18-24,Young people who were NEET_Unemployed,518.0
Oct-Dec 2010,People - SA,Aged 18-24,Young people who were NEET_Unemployed,545.0
Jan-Mar 2011,People - SA,Aged 18-24,Young people who were NEET_Unemployed,525.0
Apr-Jun 2011,People - SA,Aged 18-24,Young people who were NEET_Unemployed,556.0
Jul-Sep 2011,People - SA,Aged 18-24,Young people who were NEET_Unemployed,619.0
Oct-Dec 2011,People - SA,Aged 18-24,Young people who were NEET_Unemployed,615.0
Jan-Mar 2012,People - SA,Aged 18-24,Young people who were NEET_Unemployed,596.0
Apr-Jun 2012,People - SA,Aged 18-24,Young people who were NEET_Unemployed,590.0
Jul-Sep 2012,People - SA,Aged 18-24,Young people who were NEET_Unemployed,534.0
Oct-Dec 2012,People - SA,Aged 18-24,Young people who were NEET_Unemployed,536.0
Jan-Mar 2013,People - SA,Aged 18-24,Young people who were NEET_Unemployed,545.0
Apr-Jun 2013,People - SA,Aged 18-24,Young people who were NEET_Unemployed,551.0
Jul-Sep 2013,People - SA,Aged 18-24,Young people who were NEET_Unemployed,569.0
Oct-Dec 2013,People - SA,Aged 18-24,Young people who were NEET_Unemployed,533.0
Jan-Mar 2014,People - SA,Aged 18-24,Young people who were NEET_Unemployed,479.0
Apr-Jun 2014,People - SA,Aged 18-24,Young people who were NEET_Unemployed,430.0
Jul-Sep 2014,People - SA,Aged 18-24,Young people who were NEET_Unemployed,432.0
Oct-Dec 2014,People - SA,Aged 18-24,Young people who were NEET_Unemployed,426.0
Jan-Mar 2015,People - SA,Aged 18-24,Young people who were NEET_Unemployed,403.0
Apr-Jun 2015,People - SA,Aged 18-24,Young people who were NEET_Unemployed,396.0
Jul-Sep 2015,People - SA,Aged 18-24,Young people who were NEET_Unemployed,354.0
Oct-Dec 2015,People - SA,Aged 18-24,Young people who were NEET_Unemployed,341.0
Jan-Mar 2016,People - SA,Aged 18-24,Young people who were NEET_Unemployed,353.0
Apr-Jun 2016,People - SA,Aged 18-24,Young people who were NEET_Unemployed,354.0
Jul-Sep 2016,People - SA,Aged 18-24,Young people who were NEET_Unemployed,342.0
Oct-Dec 2016,People - SA,Aged 18-24,Young people who were NEET_Unemployed,313.0
Jan-Mar 2017,People - SA,Aged 18-24,Young people who were NEET_Unemployed,297.0
Apr-Jun 2017,People - SA,Aged 18-24,Young people who were NEET_Unemployed,299.0
Jul-Sep 2017,People - SA,Aged 18-24,Young people who were NEET_Unemployed,280.0
Oct-Dec 2017,People - SA,Aged 18-24,Young people who were NEET_Unemployed,297.0
Jan-Mar 2018,People - SA,Aged 18-24,Young people who were NEET_Unemployed,289.0
Apr-Jun 2018,People - SA,Aged 18-24,Young people who were NEET_Unemployed,272.0
Jul-Sep 2018,People - SA,Aged 18-24,Young people who were NEET_Unemployed,272.0
Oct-Dec 2018,People - SA,Aged 18-24,Young people who were NEET_Unemployed,291.0
Jan-Mar 2019,People - SA,Aged 18-24,Young people who were NEET_Unemployed,284.0
Apr-Jun 2019,People - SA,Aged 18-24,Young people who were NEET_Unemployed,311.0
Jul-Sep 2019,People - SA,Aged 18-24,Young people who were NEET_Unemployed,290.0
Oct-Dec 2019,People - SA,Aged 18-24,Young people who were NEET_Unemployed,274.0
Jan-Mar 2020,People - SA,Aged 18-24,Young people who were NEET_Unemployed,289.0
Apr-Jun 2020,People - SA,Aged 18-24,Young people who were NEET_Unemployed,283.0
Jul-Sep 2020,People - SA,Aged 18-24,Young people who were NEET_Unemployed,335.0
Oct-Dec 2020,People - SA,Aged 18-24,Young people who were NEET_Unemployed,343.0
Jan-Mar 2021,People - SA,Aged 18-24,Young people who were NEET_Unemployed,308.0
Apr-Jun 2021,People - SA,Aged 18-24,Young people who were NEET_Unemployed,264.0
Jul-Sep 2021,People - SA,Aged 18-24,Young people who were NEET_Unemployed,257.0
Oct-Dec 2021,People - SA,Aged 18-24,Young people who were NEET_Unemployed,243.0
Jan-Mar 2022,People - SA,Aged 18-24,Young people who were NEET_Unemployed,229.0
Apr-Jun 2022,People - SA,Aged 18-24,Young people who were NEET_Unemployed,221.0
Jul-Sep 2022,People - SA,Aged 18-24,Young people who were NEET_Unemployed,234.0
Oct-Dec 2022,People - SA,Aged 18-24,Young people who were NEET_Unemployed,287.0
Jan-Mar 2023,People - SA,Aged 18-24,Young people who were NEET_Unemployed,294.0
Apr-Jun 2023,People - SA,Aged 18-24,Young people who were NEET_Unemployed,316.0
Jul-Sep 2023,People - SA,Aged 18-24,Young people who were NEET_Unemployed,293.0
Oct-Dec 2023,People - SA,Aged 18-24,Young people who were NEET_Unemployed,275.0
Jan-Mar 2024,People - SA,Aged 18-24,Young people who were NEET_Unemployed,296.0
Apr-Jun 2024,People - SA,Aged 18-24,Young people who were NEET_Unemployed,304.0
Oct-Dec 2001,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,414.0
Jan-Mar 2002,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,435.0
Apr-Jun 2002,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,451.0
Jul-Sep 2002,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,460.0
Oct-Dec 2002,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,438.0
Jan-Mar 2003,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,458.0
Apr-Jun 2003,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,476.0
Jul-Sep 2003,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,468.0
Oct-Dec 2003,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,462.0
Jan-Mar 2004,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,453.0
Apr-Jun 2004,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,469.0
Jul-Sep 2004,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,491.0
Oct-Dec 2004,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,479.0
Jan-Mar 2005,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,490.0
Apr-Jun 2005,People - SA,Aged 18-24,Young people who were NEET_Economically inactive,500.0
